species,remove_idx
E.coli,1099
E.coli,1100
E.coli,1101
E.coli,1102
E.coli,1103
E.coli,1104
E.coli,1105
E.coli,1106
E.coli,1107
E.coli,1108
E.coli,1109
E.coli,1110
E.coli,1111
E.coli,1112
E.coli,1113
E.coli,1114
E.coli,1115
E.coli,1116
E.coli,1117
E.coli,1118
E.coli,1119
E.coli,1120
E.coli,1121
E.coli,1122
E.coli,1123
E.coli,1124
E.coli,1125
E.coli,1126
E.coli,1127
E.coli,1128
E.coli,1129
E.coli,1130
E.coli,1131
E.coli,1132
E.coli,1133
E.coli,1134
E.coli,1135
E.coli,1136
E.coli,1137
E.coli,1138
E.coli,1139
E.coli,1140
E.coli,1141
E.coli,1142
E.coli,1143
E.coli,1144
E.coli,1145
E.coli,1146
E.coli,1147
E.coli,1148
E.coli,1149
E.coli,1150
E.coli,1151
E.coli,1152
E.coli,1153
E.coli,1154
E.coli,1155
E.coli,1156
E.coli,1157
E.coli,1158
E.coli,1159
E.coli,1160
E.coli,1161
E.coli,1162
E.coli,1163
E.coli,1164
E.coli,1165
E.coli,1166
E.coli,1167
E.coli,1168
E.coli,1169
E.coli,1170
E.coli,1171
E.coli,1172
E.coli,1173
E.coli,1174
E.coli,1175
E.coli,1176
E.coli,1177
E.coli,1178
E.coli,1179
E.coli,1180
E.coli,1181
E.coli,1182
E.coli,1183
E.coli,1184
E.coli,1185
E.coli,1186
E.coli,1187
E.coli,1188
E.coli,1189
E.coli,1190
E.coli,1191
E.coli,1192
E.coli,1193
E.coli,1194
E.coli,1195
E.coli,1196
E.coli,1197
E.coli,1198
E.coli,1199
E.coli,1200
E.coli,1201
E.coli,1202
E.coli,1203
E.coli,1204
E.coli,1205
E.coli,1206
E.coli,1207
E.coli,1208
E.coli,1209
E.coli,1210
E.coli,1211
E.coli,1212
E.coli,1213
E.coli,1214
E.coli,1215
E.coli,1216
E.coli,1217
E.coli,1218
E.coli,1219
E.coli,1220
E.coli,1221
E.coli,1222
E.coli,1223
E.coli,1224
E.coli,1225
E.coli,1226
E.coli,1227
E.coli,1228
E.coli,1229
E.coli,1230
E.coli,1231
E.coli,1232
E.coli,1233
E.coli,1234
E.coli,1235
E.coli,1236
E.coli,1237
E.coli,1238
E.coli,1239
E.coli,1240
E.coli,1241
E.coli,1242
E.coli,1243
E.coli,1244
E.coli,1245
E.coli,1246
E.coli,1247
E.coli,1248
E.coli,1249
E.coli,1250
E.coli,1251
E.coli,1252
E.coli,1253
E.coli,1254
E.coli,1255
E.coli,1256
E.coli,1257
E.coli,1258
E.coli,1259
E.coli,1260
E.coli,1261
E.coli,1262
E.coli,1263
E.coli,1264
E.coli,1265
E.coli,1266
E.coli,1267
E.coli,1268
E.coli,1269
E.coli,1270
E.coli,1271
E.coli,1272
E.coli,1273
E.coli,1274
E.coli,1275
E.coli,1276
E.coli,1277
E.coli,1278
E.coli,1279
E.coli,1280
E.coli,1281
E.coli,1282
E.coli,1283
E.coli,1284
E.coli,1285
E.coli,1286
E.coli,1287
E.coli,1288
E.coli,1289
E.coli,1290
E.coli,1291
E.coli,1292
E.coli,1293
E.coli,1294
E.coli,1295
E.coli,1296
E.coli,1297
E.coli,1298
E.coli,1299
E.coli,1300
E.coli,1301
E.coli,1302
E.coli,1303
E.coli,1304
E.coli,1305
E.coli,1306
E.coli,1307
E.coli,1308
E.coli,1309
E.coli,1310
E.coli,1311
E.coli,1312
E.coli,1313
E.coli,1314
E.coli,1315
E.coli,1316
E.coli,1317
E.coli,1318
E.coli,1319
E.coli,1320
E.coli,1321
E.coli,1322
E.coli,1323
E.coli,1324
E.coli,1325
E.coli,1326
E.coli,1327
E.coli,1328
E.coli,1329
E.coli,1330
E.coli,1331
E.coli,1332
E.coli,1333
E.coli,1334
E.coli,1335
E.coli,1336
E.coli,1337
E.coli,1338
E.coli,1339
E.coli,1340
E.coli,1341
E.coli,1342
E.coli,1343
E.coli,1344
E.coli,1345
E.coli,1346
E.coli,1347
E.coli,1348
E.coli,1349
E.coli,1350
E.coli,1351
E.coli,1352
E.coli,1353
E.coli,1354
E.coli,1355
E.coli,1356
E.coli,1357
E.coli,1358
E.coli,1359
E.coli,1360
E.coli,1361
E.coli,1362
E.coli,1363
E.coli,1364
E.coli,1365
E.coli,1366
E.coli,1367
E.coli,1368
E.coli,1369
E.coli,1370
E.coli,1371
E.coli,1372
E.coli,1373
E.coli,1374
E.coli,1375
E.coli,1376
E.coli,1377
E.coli,1378
E.coli,1379
E.coli,1380
E.coli,1381
E.coli,1382
E.coli,1383
E.coli,1384
E.coli,1385
E.coli,1386
E.coli,1387
E.coli,1388
E.coli,1389
E.coli,1390
E.coli,1391
E.coli,1392
E.coli,1393
E.coli,1394
E.coli,1395
E.coli,1396
E.coli,1397
E.coli,1398
E.coli,1399
E.coli,1400
E.coli,1401
E.coli,1402
E.coli,1403
E.coli,1404
E.coli,1405
E.coli,1406
E.coli,1407
E.coli,1408
E.coli,1409
E.coli,1410
E.coli,1411
E.coli,1412
E.coli,1413
E.coli,1414
E.coli,1415
E.coli,1416
E.coli,1417
E.coli,1418
E.coli,1419
E.coli,1420
E.coli,1421
E.coli,1422
E.coli,1423
E.coli,1424
E.coli,1425
E.coli,1426
E.coli,1427
E.coli,1428
E.coli,1429
E.coli,1430
E.coli,1431
E.coli,1432
E.coli,1433
E.coli,1434
E.coli,1435
E.coli,1436
E.coli,1437
E.coli,1438
E.coli,1439
E.coli,1440
E.coli,1441
E.coli,1442
E.coli,1443
E.coli,1444
E.coli,1445
E.coli,1446
E.coli,1447
E.coli,1448
E.coli,1449
E.coli,1450
E.coli,1451
E.coli,1452
E.coli,1453
E.coli,1454
E.coli,1455
E.coli,1456
E.coli,1457
E.coli,1458
E.coli,1459
E.coli,1460
E.coli,1461
E.coli,1462
E.coli,1463
E.coli,1464
E.coli,1465
E.coli,1466
E.coli,1467
E.coli,1468
E.coli,1469
E.coli,1470
E.coli,1471
E.coli,1472
E.coli,1473
E.coli,1474
E.coli,1475
E.coli,1476
E.coli,1477
E.coli,1478
E.coli,1479
E.coli,1480
E.coli,1481
E.coli,1482
E.coli,1483
E.coli,1484
E.coli,1485
E.coli,1486
E.coli,1487
E.coli,1488
E.coli,1489
E.coli,1490
E.coli,1491
E.coli,1492
E.coli,1493
E.coli,1494
E.coli,1495
E.coli,1496
E.coli,1497
E.coli,1498
E.coli,1499
E.coli,1500
E.coli,1501
E.coli,1502
E.coli,1503
E.coli,1504
E.coli,1505
E.coli,1506
E.coli,1507
E.coli,1508
E.coli,1509
E.coli,1510
E.coli,1511
E.coli,1512
E.coli,1513
E.coli,1514
E.coli,1515
E.coli,1516
E.coli,1517
E.coli,1518
E.coli,1519
E.coli,1520
E.coli,1521
E.coli,1522
E.coli,1523
E.coli,1524
E.coli,1525
E.coli,1526
E.coli,1527
E.coli,1528
E.coli,1529
E.coli,1530
E.coli,1531
E.coli,1532
E.coli,1533
E.coli,1534
E.coli,1535
E.coli,1536
E.coli,1537
E.coli,1538
E.coli,1539
E.coli,1540
E.coli,1541
E.coli,1542
E.coli,1543
E.coli,1544
E.coli,1545
E.coli,1546
E.coli,1547
E.coli,1548
E.coli,1549
E.coli,1550
E.coli,1551
E.coli,1552
E.coli,1553
E.coli,1554
E.coli,1555
E.coli,1556
E.coli,1557
E.coli,1558
E.coli,1559
E.coli,1560
E.coli,1561
E.coli,1562
E.coli,1563
E.coli,1564
E.coli,1565
E.coli,1566
E.coli,1567
E.coli,1568
E.coli,1569
E.coli,1570
E.coli,1571
E.coli,1572
E.coli,1573
E.coli,1574
E.coli,1575
E.coli,1576
E.coli,1577
E.coli,1578
E.coli,1579
E.coli,1580
E.coli,1581
E.coli,1582
E.coli,1583
E.coli,1584
E.coli,1585
E.coli,1586
E.coli,1587
E.coli,1588
E.coli,1589
E.coli,1590
E.coli,1591
E.coli,1592
E.coli,1593
E.coli,1594
E.coli,1595
E.coli,1596
E.coli,1597
E.coli,1598
E.coli,1599
E.coli,1600
E.coli,1601
E.coli,1602
E.coli,1603
E.coli,1604
E.coli,1605
E.coli,1606
E.coli,1607
E.coli,1608
E.coli,1609
E.coli,1610
E.coli,1611
E.coli,1612
E.coli,1613
E.coli,1614
E.coli,1615
E.coli,1616
E.coli,1617
E.coli,1618
E.coli,1619
E.coli,1620
E.coli,1621
E.coli,1622
E.coli,1623
E.coli,1624
E.coli,1625
E.coli,1626
E.coli,1627
E.coli,1628
E.coli,1629
E.coli,1630
E.coli,1631
E.coli,1632
E.coli,1633
E.coli,1634
E.coli,1635
E.coli,1636
E.coli,1637
E.coli,1638
E.coli,1639
E.coli,1640
E.coli,1641
E.coli,1642
E.coli,1643
E.coli,1644
E.coli,1645
E.coli,1646
E.coli,1647
E.coli,1648
E.coli,1649
E.coli,1650
E.coli,1651
E.coli,1652
E.coli,1653
E.coli,1654
E.coli,1655
E.coli,1656
E.coli,1657
E.coli,1658
E.coli,1659
E.coli,1660
E.coli,1661
E.coli,1662
E.coli,1663
E.coli,1664
E.coli,1665
E.coli,1666
E.coli,1667
E.coli,1668
E.coli,1669
E.coli,1670
E.coli,1671
E.coli,1672
E.coli,1673
E.coli,1674
E.coli,1675
E.coli,1676
E.coli,1677
E.coli,1678
E.coli,1679
E.coli,1680
E.coli,1681
E.coli,1682
E.coli,1683
E.coli,1684
E.coli,1685
E.coli,1686
E.coli,1687
E.coli,1688
E.coli,1689
E.coli,1690
E.coli,1691
E.coli,1692
E.coli,1693
E.coli,1694
E.coli,1695
E.coli,1696
E.coli,1697
E.coli,1698
E.coli,1699
E.coli,1700
E.coli,1701
E.coli,1702
E.coli,1703
E.coli,1704
E.coli,1705
E.coli,1706
E.coli,1707
E.coli,1708
E.coli,1709
E.coli,1710
E.coli,1711
E.coli,1712
E.coli,1713
E.coli,1714
E.coli,1715
E.coli,1716
E.coli,1717
E.coli,1718
E.coli,1719
E.coli,1720
E.coli,1721
E.coli,1722
E.coli,1723
E.coli,1724
E.coli,1725
E.coli,1726
E.coli,1727
E.coli,1728
E.coli,1729
E.coli,1730
E.coli,1731
E.coli,1732
E.coli,1733
E.coli,1734
E.coli,1735
E.coli,1736
E.coli,1737
E.coli,1738
E.coli,1739
E.coli,1740
E.coli,1741
E.coli,1742
E.coli,1743
E.coli,1744
E.coli,1745
E.coli,1746
E.coli,1747
E.coli,1748
E.coli,1749
E.coli,1750
E.coli,1751
E.coli,1752
E.coli,1753
E.coli,1754
E.coli,1755
E.coli,1756
E.coli,1757
E.coli,1758
E.coli,1759
E.coli,1760
E.coli,1761
E.coli,1762
E.coli,1763
E.coli,1764
E.coli,1765
E.coli,1766
E.coli,1767
E.coli,1768
E.coli,1769
E.coli,1770
E.coli,1771
E.coli,1772
E.coli,1773
E.coli,1774
E.coli,1775
E.coli,1776
E.coli,1777
E.coli,1778
E.coli,1779
E.coli,1780
E.coli,1781
E.coli,1782
E.coli,1783
E.coli,1784
E.coli,1785
E.coli,1786
E.coli,1787
E.coli,1788
E.coli,1789
E.coli,1790
E.coli,1791
E.coli,1792
E.coli,1793
E.coli,1794
E.coli,1795
E.coli,1796
E.coli,1797
E.coli,1798
E.coli,1799
E.coli,1800
E.coli,1801
E.coli,1802
E.coli,1803
E.coli,1804
E.coli,1805
E.coli,1806
E.coli,1807
E.coli,1808
E.coli,1809
E.coli,1810
E.coli,1811
E.coli,1812
E.coli,1813
E.coli,1814
E.coli,1815
E.coli,1816
E.coli,1817
E.coli,1818
E.coli,1819
E.coli,1820
E.coli,1821
E.coli,1822
E.coli,1823
E.coli,1824
E.coli,1825
E.coli,1826
E.coli,1827
E.coli,1828
E.coli,1829
E.coli,1830
E.coli,1831
E.coli,1832
E.coli,1833
E.coli,1834
E.coli,1835
E.coli,1836
E.coli,1837
E.coli,1838
E.coli,1839
E.coli,1840
E.coli,1841
E.coli,1842
E.coli,1843
E.coli,1844
E.coli,1845
E.coli,1846
E.coli,1847
E.coli,1848
E.coli,1849
E.coli,1850
E.coli,1851
E.coli,1852
E.coli,1853
E.coli,1854
E.coli,1855
E.coli,1856
E.coli,1857
E.coli,1858
E.coli,1859
E.coli,1860
E.coli,1861
E.coli,1862
E.coli,1863
E.coli,1864
E.coli,1865
E.coli,1866
E.coli,1867
E.coli,1868
E.coli,1869
E.coli,1870
E.coli,1871
E.coli,1872
